	EF1	EF2	EH1	EH2
Cluster-51657.0	3	6	2	4
Cluster-51658.0	5	7	19	6
Cluster-51659.0	5	2	3	5
Cluster-51660.0	22	21	49	28
Cluster-51661.0	5	4	8	11
Cluster-51662.0	21	19	24	11
Cluster-51663.0	7	6	8	3
Cluster-51664.0	3	6	3	7
Cluster-51665.0	3	3	5	3
Cluster-51665.1	10	21	27	31
Cluster-51666.0	5	10	12	14
Cluster-51667.0	13	26	73	72
Cluster-51668.0	7	4	21	6
Cluster-51669.0	4	1	6	0
Cluster-51670.0	23	14	33	29
Cluster-51671.0	51	43	71	47
Cluster-51672.0	6	2	7	8
Cluster-51673.0	11	10	10	13
Cluster-51674.0	23	15	22	18
Cluster-51675.0	26	25	52	49
Cluster-51676.0	3	3	7	5
Cluster-51677.0	8	7	9	2
Cluster-51678.0	46	24	67	38
Cluster-51679.0	7	4	11	11
Cluster-51680.0	41	39	30	21
Cluster-51681.0	3	9	11	10
Cluster-51682.0	3	4	8	5
Cluster-51683.0	2	4	2	3
Cluster-51684.0	14	12	33	26
Cluster-51685.0	2	2	14	6
Cluster-51686.0	26	9	32	27
Cluster-51687.0	24	23	44	35
Cluster-51688.0	8	7	8	5
Cluster-51689.0	12	6	21	12
Cluster-51690.0	11	3	18	14
Cluster-51691.0	11	14	8	9
Cluster-51692.0	15	6	13	13
Cluster-51693.0	12	12	22	18
Cluster-51694.0	19	12	39	32
Cluster-51695.0	4	5	17	17
Cluster-51696.0	6	5	2	1
Cluster-51697.0	3	4	8	10
Cluster-51698.0	22	20	43	44
Cluster-51699.0	7	6	13	6
Cluster-51700.0	41	52	54	54
Cluster-51701.0	23	14	27	27
Cluster-51702.0	9	2	0	1
Cluster-51703.0	13	13	28	22
Cluster-51704.0	13	8	16	11
Cluster-51705.0	8	7	7	3
Cluster-51706.0	4	3	5	3
Cluster-51707.0	12	6	22	13
Cluster-51708.0	6	2	12	8
Cluster-51709.0	8	3	13	9
Cluster-51710.0	7	5	15	7
Cluster-51711.0	11	4	8	11
Cluster-51712.0	9	3	11	16
Cluster-51713.0	6	9	9	14
Cluster-51714.0	2	3	4	3
Cluster-51715.0	23	22	35	40
Cluster-51716.0	10	2	23	8
Cluster-51717.0	15	11	54	37
Cluster-51718.0	4	5	4	3
Cluster-51719.0	4	3	5	3
Cluster-51720.0	22	10	34	28
Cluster-51721.0	9	4	8	6
Cluster-51722.0	6	4	11	4
Cluster-51723.0	4	2	4	3
Cluster-51724.0	64	50	71	59
Cluster-51725.0	10	4	19	16
Cluster-51726.0	11	21	13	16
Cluster-51727.0	19	22	31	17
Cluster-51728.0	5	2	7	3
Cluster-51729.0	42	49	55	42
Cluster-51730.0	54	57	2	13
Cluster-51731.0	36	27	33	13
Cluster-51732.0	3	4	5	2
Cluster-51733.0	2	5	2	2
Cluster-51733.1	4	17	8	5
Cluster-51734.0	4	3	4	10
Cluster-51735.0	15	21	18	23
Cluster-51736.0	9	8	2	8
Cluster-51737.0	12	21	30	20
Cluster-51738.0	23	24	44	42
Cluster-51739.0	7	18	11	17
Cluster-51740.0	3	2	4	2
Cluster-51741.0	5	4	8	15
Cluster-51742.0	9	6	6	5
Cluster-51743.0	1758	1646	1844	1939
Cluster-51744.0	4	1	3	1
Cluster-51744.1	69	36	61	47
Cluster-51745.0	6	4	0	6
Cluster-51746.0	7	11	4	5
Cluster-51747.0	16	15	11	3
Cluster-51748.0	11	13	21	22
Cluster-51749.0	9	17	13	9
Cluster-51750.0	7	7	6	5
Cluster-51751.0	55	59	39	42
Cluster-51752.0	575	542	782	531
Cluster-51752.1	76	70	105	73
Cluster-51753.0	64	67	51	60
Cluster-51753.1	12	14	15	15
Cluster-51754.0	15	5	17	21
Cluster-51755.0	24	17	31	30
Cluster-51756.0	20	29	33	28
Cluster-51757.0	3	5	3	5
Cluster-51758.0	13	23	15	18
Cluster-51759.0	33	26	160	117
Cluster-51760.0	8	6	11	11
Cluster-51761.0	4	8	7	9
Cluster-51762.0	34	31	36	32
Cluster-51763.0	4	5	2	3
Cluster-51764.0	4	1	6	1
Cluster-51765.0	9	14	18	13
Cluster-51766.0	10	17	5	18
Cluster-51767.0	6	5	12	10
Cluster-51768.0	4	4	2	4
Cluster-51769.0	16	3	17	14
Cluster-51770.0	5	11	6	5
Cluster-51770.1	7	3	10	3
Cluster-51771.0	15	20	3	12
Cluster-51772.0	24	19	32	36
Cluster-51772.1	14	10	10	19
Cluster-51773.0	29	16	47	27
Cluster-51774.0	17	18	47	17
Cluster-51775.0	22	13	40	27
Cluster-51776.0	25	28	50	49
Cluster-51777.0	41	40	61	68
Cluster-51778.0	13	5	23	19
Cluster-51779.0	33	31	31	21
Cluster-51780.0	18	21	36	23
Cluster-51781.0	13	14	21	29
Cluster-51782.0	4	1	4	9
Cluster-51783.0	6	9	2	8
Cluster-51784.0	6	4	8	6
Cluster-51785.0	5	1	1	4
Cluster-51786.0	7	1	19	10
Cluster-51787.0	19	23	28	31
Cluster-51788.0	94	102	113	126
Cluster-51789.0	5	2	8	3
Cluster-51790.0	13	4	10	11
Cluster-51791.0	3	1	9	2
Cluster-51792.0	9	12	12	12
Cluster-51793.0	4	6	4	2
Cluster-51794.0	48	60	4	14
Cluster-51795.0	7	3	20	22
Cluster-51796.0	41	30	67	46
Cluster-51797.0	27	53	12	14
Cluster-51798.0	14	13	14	9
Cluster-51799.0	14	10	16	8
Cluster-51800.0	4	1	5	13
Cluster-51801.0	51	35	51	43
Cluster-51802.0	1639	1563	2043	2084
Cluster-51803.0	34	27	41	35
Cluster-51804.0	9	4	18	12
Cluster-51805.0	96	170	119	139
Cluster-51806.0	10	5	18	13
Cluster-51807.0	3	6	1	4
Cluster-51808.0	15	9	21	20
Cluster-51809.0	13	13	23	19
Cluster-51810.0	23	8	24	34
Cluster-51811.0	4	4	5	8
Cluster-51812.0	4	0	6	4
Cluster-51813.0	102	82	114	120
Cluster-51814.0	5	12	23	20
Cluster-51815.0	2	2	5	2
Cluster-51816.0	38	38	82	54
Cluster-51817.0	5	10	13	8
Cluster-51818.0	12	8	14	19
Cluster-51819.0	4	4	2	2
Cluster-51820.0	16	22	28	19
Cluster-51821.0	18	17	26	31
Cluster-51822.0	2	2	6	3
Cluster-51823.0	6	6	3	9
Cluster-51824.0	3	2	3	3
Cluster-51825.0	23	18	37	39
Cluster-51826.0	8	15	14	19
Cluster-51827.0	6	6	11	10
Cluster-51828.0	25	17	20	20
Cluster-51829.0	5	0	5	4
Cluster-51830.0	9	1	5	4
Cluster-51831.0	10	10	10	8
Cluster-51832.0	17	10	30	27
Cluster-51833.0	4	3	3	6
Cluster-51834.0	6	5	5	3
Cluster-51835.0	2	4	4	6
Cluster-51836.0	1	5	2	3
Cluster-51837.0	7	5	5	2
Cluster-51838.0	1	3	9	3
Cluster-51839.0	6	4	2	1
Cluster-51840.0	6	7	7	2
Cluster-51841.0	26	23	43	43
Cluster-51842.0	2	2	6	3
Cluster-51843.0	4	1	1	6
Cluster-51844.0	13	12	20	17
Cluster-51845.0	27	22	56	43
Cluster-51846.0	3	2	5	1
Cluster-51847.0	41	26	37	28
Cluster-51848.0	6	5	0	1
Cluster-51849.0	26	11	33	33
Cluster-51850.0	13	3	15	8
Cluster-51851.0	22	18	29	18
Cluster-51852.0	15	15	11	6
Cluster-51853.0	15	7	28	20
Cluster-51854.0	5	11	8	11
Cluster-51855.0	15	11	21	8
Cluster-51856.0	28	32	35	22
Cluster-51857.0	9	13	18	18
Cluster-51858.0	20	24	15	22
Cluster-51859.0	11	10	9	11
Cluster-51860.0	29	35	57	43
Cluster-51861.0	33	31	43	57
Cluster-51862.0	5	4	6	9
Cluster-51863.0	14	19	23	16
Cluster-51864.0	14	13	16	18
Cluster-51865.0	8	5	17	24
Cluster-51866.0	1	1	2	13
Cluster-51867.0	3	4	3	2
Cluster-51868.0	2	1	1	7
Cluster-51869.0	15	9	127	104
Cluster-51870.0	4	2	1	4
Cluster-51871.0	2	4	8	0
Cluster-51872.0	24	21	29	21
Cluster-51873.0	14	3	21	12
Cluster-51874.0	7	4	2	2
Cluster-51875.0	12	7	15	10
Cluster-51876.0	23	23	37	27
Cluster-51877.0	18	11	46	29
Cluster-51878.0	10	4	14	8
Cluster-51879.0	15	19	20	16
Cluster-51880.0	25	21	107	73
Cluster-51881.0	49	37	44	25
Cluster-51882.0	64	60	96	75
Cluster-51883.0	4	8	3	11
Cluster-51884.0	16	10	0	4
Cluster-51885.0	6	0	4	4
Cluster-51886.0	4	0	4	6
Cluster-51887.0	15	5	14	18
Cluster-51888.0	32	27	33	28
Cluster-51889.0	4	0	4	3
Cluster-51890.0	3	0	11	4
Cluster-51891.0	22	18	25	25
Cluster-51892.0	12	21	18	27
Cluster-51892.1	25	23	18	36
Cluster-51893.0	8	13	9	14
Cluster-51894.0	46	47	72	60
Cluster-51894.1	68	68	61	72
Cluster-51894.2	774	705	824	839
Cluster-51895.0	5	4	10	7
Cluster-51896.0	9	6	11	8
Cluster-51897.0	16	24	18	18
Cluster-51898.0	38	35	117	80
Cluster-51899.0	3	3	8	3
Cluster-51900.0	8	6	13	12
Cluster-51901.0	14	11	18	14
Cluster-51902.0	3	2	4	7
Cluster-51903.0	25	10	14	5
Cluster-51904.0	41	44	23	25
Cluster-51905.0	5	5	6	8
Cluster-51906.0	15	3	17	12
Cluster-51907.0	77	86	73	46
Cluster-51908.0	4	6	17	10
Cluster-51909.0	2	0	5	4
Cluster-51910.0	4	4	3	2
Cluster-51911.0	28	22	45	27
Cluster-51912.0	25	21	40	29
Cluster-51913.0	6	8	10	6
Cluster-51914.0	647	673	1720	1471
Cluster-51915.0	2	3	3	3
Cluster-51916.0	5	1	5	1
Cluster-51917.0	10	8	30	18
Cluster-51918.0	11	18	30	32
Cluster-51919.0	4	5	5	5
Cluster-51920.0	2	0	7	3
Cluster-51921.0	3	3	4	2
Cluster-51922.0	3	0	9	7
Cluster-51923.0	11	4	16	7
Cluster-51923.1	6	0	3	2
Cluster-51923.2	13	5	14	13
Cluster-51924.0	41	35	42	38
Cluster-51925.0	121	92	116	109
Cluster-51926.0	4	2	8	6
Cluster-51927.0	11	12	21	11
Cluster-51928.0	3	2	4	2
Cluster-51929.0	12	4	13	19
Cluster-51930.0	1	1	5	5
Cluster-51931.0	2	2	0	8
Cluster-51932.0	435	530	519	550
Cluster-51933.0	34	36	59	55
Cluster-51934.0	2	1	6	4
Cluster-51935.0	25	13	39	31
Cluster-51936.0	7	9	11	8
Cluster-51937.0	41	26	73	48
Cluster-51938.0	1	6	2	4
Cluster-51939.0	11	20	23	14
Cluster-51940.0	31	25	40	33
Cluster-51941.0	5	6	6	7
Cluster-51942.0	4	5	1	1
Cluster-51943.0	14	7	27	15
Cluster-51944.0	9	13	18	19
Cluster-51945.0	19	21	32	33
Cluster-51946.0	7	5	11	7
Cluster-51947.0	10	20	33	28
Cluster-51948.0	3	6	6	16
Cluster-51949.0	12	6	14	13
Cluster-51950.0	5	10	11	20
Cluster-51951.0	4	4	5	5
Cluster-51952.0	25	26	46	34
Cluster-51953.0	21	13	31	22
Cluster-51954.0	11	9	21	18
Cluster-51955.0	8	4	3	7
Cluster-51956.0	62	100	94	84
Cluster-51957.0	11	3	10	10
Cluster-51958.0	8	17	17	28
Cluster-51959.0	3	0	4	5
Cluster-51960.0	4	2	8	1
Cluster-51961.0	104	127	101	67
Cluster-51962.0	19	5	14	14
Cluster-51963.0	566	554	677	675
Cluster-51964.0	15	25	12	17
Cluster-51965.0	35	29	59	49
Cluster-51966.0	18	10	20	14
Cluster-51967.0	5	2	5	4
Cluster-51968.0	3	3	4	7
Cluster-51969.0	48	39	65	79
Cluster-51970.0	30	36	52	41
Cluster-51971.0	69	45	40	29
Cluster-51972.0	25	20	43	43
Cluster-51973.0	12	9	26	21
Cluster-51974.0	13	11	26	21
Cluster-51975.0	16	11	16	14
Cluster-51975.1	23	23	21	16
Cluster-51975.2	61	41	43	34
Cluster-51976.0	601	592	704	681
Cluster-51977.0	25	21	35	29
Cluster-51978.0	2	5	5	6
Cluster-51979.0	9	3	18	8
Cluster-51980.0	4	2	10	4
Cluster-51981.0	11	10	13	12
Cluster-51982.0	14	9	8	7
Cluster-51983.0	23	18	20	25
Cluster-51984.0	4	1	9	4
Cluster-51985.0	3	13	6	3
Cluster-51985.1	10	13	5	5
Cluster-51986.0	2	2	5	3
Cluster-51987.0	8	12	3	1
Cluster-51988.0	15	19	18	14
Cluster-51989.0	10	11	29	24
Cluster-51990.0	3	0	3	9
Cluster-51991.0	9	5	18	13
Cluster-51991.1	5	4	6	5
Cluster-51991.2	62	62	144	109
Cluster-51992.0	18	15	4	2
Cluster-51993.0	11	18	10	15
Cluster-51994.0	71	64	109	86
Cluster-51995.0	8	6	7	5
Cluster-51996.0	9	8	21	11
Cluster-51997.0	13	9	16	15
Cluster-51998.0	3	2	13	8
Cluster-51999.0	176	159	153	135
Cluster-52000.0	16	12	12	12
Cluster-52001.0	119	139	138	128
Cluster-52002.0	55	41	103	57
Cluster-52002.1	5	3	7	2
Cluster-52002.2	1	6	11	2
Cluster-52002.3	5	4	7	2
Cluster-52002.4	83	119	127	67
Cluster-52003.0	33	19	35	39
Cluster-52004.0	15	9	10	6
Cluster-52005.0	16	23	20	12
Cluster-52006.0	31	18	44	32
Cluster-52007.0	6	2	3	1
Cluster-52008.0	29	15	35	23
Cluster-52009.0	5	6	8	0
Cluster-52010.0	5	7	10	9
Cluster-52011.0	6	4	4	2
Cluster-52012.0	5	6	13	2
Cluster-52013.0	22	22	13	18
Cluster-52014.0	4	5	20	17
Cluster-52015.0	94	103	130	129
Cluster-52016.0	56	68	72	77
Cluster-52017.0	3	4	5	9
Cluster-52018.0	5	3	9	4
Cluster-52019.0	6	2	4	4
Cluster-52020.0	2	2	12	10
Cluster-52021.0	37	29	56	46
Cluster-52022.0	2	6	5	9
Cluster-52023.0	25	13	21	12
Cluster-52023.1	87	64	80	68
Cluster-52024.0	20	24	19	19
Cluster-52025.0	6	4	1	1
Cluster-52026.0	9	12	23	11
Cluster-52027.0	5	1	9	5
Cluster-52028.0	7	11	7	12
Cluster-52029.0	2	2	6	6
Cluster-52030.0	234	232	256	269
Cluster-52031.0	14	9	14	9
Cluster-52032.0	4	3	5	4
Cluster-52033.0	1	1	2	7
Cluster-52034.0	8	13	6	10
Cluster-52035.0	22	28	43	56
Cluster-52036.0	13	6	12	17
Cluster-52037.0	515	561	733	619
Cluster-52038.0	15	18	16	26
Cluster-52039.0	8	4	7	5
Cluster-52040.0	33	28	34	28
Cluster-52041.0	3	6	7	6
Cluster-52042.0	4	1	5	4
Cluster-52043.0	6	14	4	8
Cluster-52044.0	5	4	3	1
Cluster-52045.0	15	10	20	17
Cluster-52046.0	2	5	8	6
Cluster-52047.0	4	3	2	3
Cluster-52048.0	21	6	29	12
Cluster-52049.0	6	11	18	15
Cluster-52050.0	6	3	6	3
Cluster-52051.0	15	17	22	25
Cluster-52052.0	7	3	14	14
Cluster-52053.0	41	33	48	39
Cluster-52054.0	8	11	20	19
Cluster-52055.0	10	12	7	8
Cluster-52056.0	7	2	9	6
Cluster-52057.0	8	5	15	5
Cluster-52058.0	5	4	7	3
Cluster-52058.1	4	12	9	6
Cluster-52059.0	24	17	41	30
Cluster-52060.0	31	18	39	45
Cluster-52061.0	21	26	31	29
Cluster-52062.0	8	5	19	17
Cluster-52063.0	17	10	29	8
Cluster-52064.0	13	10	3	7
Cluster-52065.0	8	7	15	12
Cluster-52066.0	21	26	41	20
Cluster-52067.0	5	4	5	0
Cluster-52067.1	8	14	24	13
Cluster-52068.0	15	14	23	22
Cluster-52069.0	5	5	4	8
Cluster-52070.0	4	0	3	5
Cluster-52071.0	2	4	10	3
Cluster-52072.0	37	42	61	42
Cluster-52073.0	5	0	4	4
Cluster-52074.0	8	4	12	9
Cluster-52075.0	2	4	3	3
Cluster-52076.0	13	5	28	19
Cluster-52077.0	10	18	24	18
Cluster-52078.0	7	9	6	10
Cluster-52079.0	35	25	50	33
Cluster-52080.0	15	11	35	32
Cluster-52081.0	34	33	51	55
Cluster-52081.1	45	51	82	59
Cluster-52082.0	10	6	6	11
Cluster-52083.0	13	8	20	12
Cluster-52084.0	1	2	4	8
Cluster-52085.0	7	3	16	5
Cluster-52086.0	2	3	6	3
Cluster-52087.0	56	44	62	50
Cluster-52088.0	30	18	26	18
Cluster-52089.0	4	1	4	10
Cluster-52090.0	313	356	462	458
Cluster-52091.0	14	8	14	13
Cluster-52092.0	6	7	11	6
Cluster-52093.0	10	6	7	8
Cluster-52094.0	1	5	6	5
Cluster-52095.0	5	1	3	5
Cluster-52096.0	16	19	6	17
Cluster-52097.0	12	21	21	13
Cluster-52098.0	6	8	12	12
Cluster-52099.0	6	6	7	6
Cluster-52100.0	35	41	24	13
Cluster-52101.0	16	10	31	18
Cluster-52102.0	17	15	34	26
Cluster-52103.0	4	8	2	11
Cluster-52104.0	7	6	10	10
Cluster-52105.0	33	30	21	19
Cluster-52106.0	12	5	8	21
Cluster-52107.0	6	2	5	5
Cluster-52108.0	9	6	11	11
Cluster-52109.0	4	3	2	2
Cluster-52110.0	15	12	21	15
Cluster-52111.0	2	5	5	3
Cluster-52112.0	16	15	19	19
Cluster-52113.0	7	5	9	10
Cluster-52114.0	17	7	13	13
Cluster-52115.0	12	8	20	13
Cluster-52116.0	9	13	1	3
Cluster-52117.0	5	10	11	9
Cluster-52118.0	64	77	89	72
Cluster-52119.0	47	47	52	39
Cluster-52119.1	20	35	31	20
Cluster-52120.0	106	121	114	122
Cluster-52121.0	95	70	89	102
Cluster-52122.0	4	2	4	1
Cluster-52123.0	6	6	3	4
Cluster-52124.0	12	6	22	8
Cluster-52125.0	13	9	20	22
Cluster-52126.0	17	17	27	21
Cluster-52127.0	12	14	10	10
Cluster-52128.0	51	49	59	64
Cluster-52129.0	4	3	1	3
Cluster-52130.0	15	45	23	43
Cluster-52131.0	18	15	22	30
Cluster-52132.0	4	1	9	4
Cluster-52133.0	37	27	51	43
Cluster-52134.0	16	7	6	6
Cluster-52135.0	4	4	2	5
Cluster-52136.0	15	7	27	14
Cluster-52137.0	6	4	12	10
Cluster-52138.0	141	140	205	234
Cluster-52139.0	4	10	5	4
Cluster-52140.0	4	3	5	3
Cluster-52141.0	6	7	3	4
Cluster-52142.0	4	0	4	3
Cluster-52143.0	6	5	10	5
Cluster-52144.0	4	8	15	7
Cluster-52145.0	29	32	59	49
Cluster-52146.0	4	1	3	4
Cluster-52147.0	3	3	5	1
Cluster-52148.0	17	13	17	26
Cluster-52149.0	6	4	7	2
Cluster-52150.0	12	10	27	12
Cluster-52150.1	3	2	8	5
Cluster-52151.0	77	91	84	50
Cluster-52152.0	10	8	48	37
Cluster-52153.0	21	20	28	20
Cluster-52154.0	13	10	15	9
Cluster-52155.0	17	14	18	20
Cluster-52156.0	13	12	14	8
Cluster-52157.0	30	18	39	31
Cluster-52158.0	5	5	9	18
Cluster-52159.0	6	4	3	3
Cluster-52160.0	53	60	9	17
Cluster-52161.0	2	3	5	1
Cluster-52162.0	5	2	5	17
Cluster-52163.0	6	4	8	4
Cluster-52164.0	7	4	4	2
Cluster-52165.0	16	22	12	12
Cluster-52166.0	11	9	10	14
Cluster-52167.0	49	38	64	59
Cluster-52168.0	2	1	5	4
Cluster-52169.0	7	7	6	4
Cluster-52170.0	17	16	32	36
Cluster-52171.0	29	38	27	45
Cluster-52172.0	22	13	24	26
Cluster-52173.0	6	4	17	11
Cluster-52174.0	18	16	31	25
Cluster-52175.0	23	21	43	37
Cluster-52176.0	7	3	9	5
Cluster-52177.0	31	19	34	33
Cluster-52178.0	70	95	72	89
Cluster-52179.0	5	1	9	1
Cluster-52180.0	5	3	4	5
Cluster-52181.0	21	31	32	27
Cluster-52182.0	12	23	27	14
Cluster-52183.0	66	91	150	205
Cluster-52184.0	22	12	9	12
Cluster-52185.0	10	7	13	16
Cluster-52186.0	4	7	8	7
Cluster-52187.0	22	14	30	14
Cluster-52188.0	36	46	49	33
Cluster-52189.0	6	4	1	6
Cluster-52190.0	9	6	17	5
Cluster-52191.0	6	4	7	7
Cluster-52192.0	6	5	10	9
Cluster-52193.0	6	5	1	2
Cluster-52194.0	6	11	7	6
Cluster-52195.0	68	53	75	49
Cluster-52196.0	27	28	14	14
Cluster-52197.0	4	4	2	2
Cluster-52198.0	2	7	3	2
Cluster-52199.0	33	41	60	36
Cluster-52200.0	85	104	111	95
Cluster-52201.0	20	29	16	26
Cluster-52202.0	39	47	76	81
Cluster-52203.0	30	28	27	29
Cluster-52204.0	56	55	66	72
Cluster-52204.1	450	453	543	484
Cluster-52205.0	8	16	30	17
Cluster-52206.0	5	6	4	7
Cluster-52207.0	7	3	14	13
Cluster-52208.0	2	6	4	4
Cluster-52209.0	10	11	5	13
Cluster-52210.0	5	2	3	5
Cluster-52211.0	14	11	17	15
Cluster-52212.0	54	72	70	85
Cluster-52213.0	7	11	2	6
Cluster-52214.0	28	26	27	32
Cluster-52215.0	54	80	86	90
Cluster-52216.0	7	3	22	8
Cluster-52217.0	12	16	8	12
Cluster-52218.0	5	4	9	8
Cluster-52219.0	6	6	8	4
Cluster-52220.0	29	31	26	32
Cluster-52221.0	11	10	18	23
Cluster-52222.0	5	5	10	2
Cluster-52223.0	4	3	7	5
Cluster-52224.0	4	5	6	10
Cluster-52225.0	4	4	8	7
Cluster-52226.0	18	10	9	6
Cluster-52227.0	14	10	29	23
Cluster-52228.0	18	26	17	31
Cluster-52229.0	21	22	42	42
Cluster-52230.0	2	2	5	2
Cluster-52231.0	14	12	18	22
Cluster-52232.0	15	10	12	12
Cluster-52233.0	6	3	4	4
Cluster-52233.1	12	6	10	5
Cluster-52234.0	35	43	39	25
Cluster-52235.0	10	14	22	18
Cluster-52236.0	3	4	9	10
Cluster-52237.0	3	7	9	7
Cluster-52238.0	12	9	19	21
Cluster-52239.0	25	21	34	24
Cluster-52240.0	19	10	23	19
Cluster-52241.0	4	4	7	4
Cluster-52242.0	2	2	4	3
Cluster-52243.0	102	113	89	112
Cluster-52244.0	13	7	10	7
Cluster-52245.0	66	44	107	83
Cluster-52246.0	16	13	30	23
Cluster-52247.0	4	5	6	5
Cluster-52247.1	2	2	3	4
Cluster-52248.0	7	11	7	13
Cluster-52248.1	12	16	9	9
Cluster-52249.0	34	22	24	26
Cluster-52250.0	52	52	67	55
Cluster-52250.1	882	837	1199	1189
Cluster-52251.0	11	7	22	58
Cluster-52252.0	11	11	9	4
Cluster-52253.0	12	11	24	18
Cluster-52254.0	45	33	58	69
Cluster-52255.0	27	15	56	31
Cluster-52256.0	7	3	9	6
Cluster-52257.0	4	10	14	15
Cluster-52258.0	19	6	49	23
Cluster-52259.0	33	61	18	17
Cluster-52259.1	147	163	84	94
Cluster-52260.0	15	18	27	22
Cluster-52261.0	17	11	28	20
Cluster-52262.0	3	2	3	6
Cluster-52263.0	5	5	10	9
Cluster-52264.0	15	12	26	16
Cluster-52265.0	4	6	12	9
Cluster-52266.0	10	11	8	3
Cluster-52267.0	16	18	20	15
Cluster-52268.0	28	21	41	27
Cluster-52269.0	4	2	7	3
Cluster-52270.0	11	5	17	14
Cluster-52271.0	2	1	13	10
Cluster-52272.0	3	5	6	7
Cluster-52273.0	14	15	17	18
Cluster-52274.0	19	7	22	29
Cluster-52275.0	24	35	23	18
Cluster-52276.0	5	5	3	3
Cluster-52276.1	4	1	6	4
Cluster-52277.0	30	43	40	63
Cluster-52278.0	22	18	27	34
Cluster-52279.0	6	5	13	7
Cluster-52280.0	9	14	73	48
Cluster-52281.0	69	84	143	110
Cluster-52281.1	8	6	15	8
Cluster-52282.0	13	9	2	4
Cluster-52283.0	10	11	40	38
Cluster-52284.0	42	41	68	66
Cluster-52285.0	27	36	55	55
Cluster-52286.0	11	8	13	5
Cluster-52287.0	6	18	20	9
Cluster-52288.0	5	5	5	5
Cluster-52289.0	13	20	9	14
Cluster-52290.0	14	17	22	18
Cluster-52291.0	21	30	35	15
Cluster-52292.0	19	18	35	30
Cluster-52293.0	4	7	52	21
Cluster-52294.0	3	1	5	6
Cluster-52295.0	16	18	24	23
Cluster-52295.1	12	20	27	28
Cluster-52296.0	70	85	120	95
Cluster-52297.0	28	19	56	52
Cluster-52298.0	6	1	2	4
Cluster-52299.0	5	6	7	5
Cluster-52300.0	61	63	78	72
Cluster-52301.0	549	541	1150	1030
Cluster-52302.0	79	53	48	50
Cluster-52303.0	16	9	20	16
Cluster-52304.0	4	2	6	4
Cluster-52305.0	20	19	32	27
Cluster-52306.0	16	21	19	22
Cluster-52307.0	5	4	10	4
Cluster-52308.0	25	29	28	23
Cluster-52309.0	94	117	35	41
Cluster-52310.0	6	7	11	4
Cluster-52311.0	4	2	12	7
Cluster-52312.0	5	3	5	2
Cluster-52312.1	23	21	11	23
Cluster-52313.0	22	18	16	18
Cluster-52314.0	4	7	2	2
Cluster-52315.0	4	4	5	2
Cluster-52316.0	207	187	288	10
Cluster-52316.1	12	16	19	13
Cluster-52317.0	83	42	101	80
Cluster-52318.0	1	6	5	7
Cluster-52319.0	11	6	20	27
Cluster-52319.1	6	3	5	11
Cluster-52320.0	84	96	139	128
Cluster-52321.0	32	66	37	56
Cluster-52322.0	4	2	16	15
Cluster-52323.0	7	12	8	12
Cluster-52324.0	2	1	2	6
Cluster-52325.0	12	11	21	27
Cluster-52326.0	3	2	2	8
Cluster-52327.0	4	3	5	6
Cluster-52328.0	6	5	11	6
Cluster-52329.0	4	5	11	7
Cluster-52330.0	35	44	78	64
Cluster-52331.0	9	6	6	5
Cluster-52332.0	5	10	3	8
Cluster-52333.0	10	7	16	18
Cluster-52334.0	6	3	4	4
Cluster-52335.0	5	5	5	2
Cluster-52336.0	13	9	16	19
Cluster-52336.1	12	10	14	9
Cluster-52337.0	25	30	38	28
Cluster-52338.0	5	2	4	6
Cluster-52339.0	22	34	34	49
Cluster-52340.0	10	7	10	11
Cluster-52341.0	5	6	11	19
Cluster-52342.0	14	18	33	32
Cluster-52343.0	24	35	31	28
Cluster-52344.0	22	24	11	7
Cluster-52345.0	35	22	41	40
Cluster-52346.0	14	15	12	20
Cluster-52347.0	6	0	7	2
Cluster-52348.0	4	9	8	16
Cluster-52349.0	6	3	3	6
Cluster-52350.0	21	13	40	24
Cluster-52351.0	14	9	23	16
Cluster-52352.0	12	4	8	11
Cluster-52353.0	14	7	30	22
Cluster-52354.0	6	4	5	3
Cluster-52355.0	3	6	5	3
Cluster-52356.0	11	13	15	16
Cluster-52357.0	24	11	38	26
Cluster-52358.0	4	2	5	6
Cluster-52359.0	9	7	14	10
Cluster-52360.0	9	7	13	13
Cluster-52361.0	3	1	5	4
Cluster-52362.0	5	4	2	3
Cluster-52363.0	3	3	4	5
Cluster-52364.0	8	2	13	14
Cluster-52365.0	39	22	44	31
Cluster-52366.0	22	23	27	29
Cluster-52367.0	8	6	5	4
Cluster-52368.0	21	6	23	34
Cluster-52369.0	30	40	50	61
Cluster-52370.0	10	2	4	5
Cluster-52371.0	14	16	19	33
Cluster-52372.0	14	26	23	19
Cluster-52373.0	2	1	2	6
Cluster-52374.0	19	14	33	24
Cluster-52375.0	6	11	10	16
Cluster-52376.0	15	6	22	7
Cluster-52377.0	8	5	4	3
Cluster-52378.0	3	5	14	6
Cluster-52379.0	15	7	14	6
Cluster-52379.1	8	7	30	13
Cluster-52380.0	4	6	7	8
Cluster-52381.0	3	0	7	4
Cluster-52382.0	12	8	17	7
Cluster-52383.0	4	1	3	6
Cluster-52384.0	7	2	8	3
Cluster-52385.0	8	6	3	4
Cluster-52386.0	18	11	21	17
Cluster-52387.0	11	6	15	13
Cluster-52388.0	8	4	9	6
Cluster-52389.0	6	1	4	8
Cluster-52390.0	13	2	16	4
Cluster-52391.0	7	2	9	6
