	EF1	EF2	EH1	EH2
Cluster-62197.0	5	8	9	10
Cluster-62198.0	14	10	13	10
Cluster-62198.1	21	16	24	23
Cluster-62199.0	3	1	6	2
Cluster-62200.0	11	7	7	4
Cluster-62201.0	21	28	33	41
Cluster-62202.0	8	8	16	16
Cluster-62203.0	4	5	6	2
Cluster-62204.0	9	7	7	11
Cluster-62205.0	12	3	14	11
Cluster-62206.0	36	46	49	35
Cluster-62207.0	50	37	52	45
Cluster-62208.0	15	13	27	29
Cluster-62209.0	38	44	44	43
Cluster-62210.0	4	4	6	5
Cluster-62211.0	1	4	8	5
Cluster-62211.1	16	5	20	18
Cluster-62211.2	25	14	64	42
Cluster-62212.0	93	132	126	177
Cluster-62213.0	15	3	7	7
Cluster-62214.0	8	5	4	2
Cluster-62215.0	37	24	28	9
Cluster-62216.0	12	5	1	5
Cluster-62217.0	7	4	15	9
Cluster-62218.0	33	16	80	51
Cluster-62219.0	24	25	24	25
Cluster-62220.0	8	8	22	11
Cluster-62221.0	3	4	0	5
Cluster-62222.0	50	56	43	59
Cluster-62223.0	29	20	29	31
Cluster-62224.0	5	0	3	3
Cluster-62225.0	14	13	18	16
Cluster-62226.0	43	29	32	31
Cluster-62227.0	6	3	6	5
Cluster-62228.0	14	23	340	4
Cluster-62229.0	11	5	4	7
Cluster-62230.0	36	31	67	55
Cluster-62231.0	6	4	5	6
Cluster-62232.0	53	87	53	116
Cluster-62232.1	370	359	451	460
Cluster-62233.0	7	16	24	16
Cluster-62234.0	16	19	24	30
Cluster-62235.0	85	110	126	135
Cluster-62236.0	20	31	33	23
Cluster-62237.0	9	5	6	7
Cluster-62238.0	24	32	32	35
Cluster-62239.0	10	11	10	8
Cluster-62240.0	57	40	41	47
Cluster-62241.0	18	11	32	33
Cluster-62242.0	69	73	142	107
Cluster-62243.0	6	0	3	5
Cluster-62244.0	28	21	23	25
Cluster-62245.0	3	5	9	9
Cluster-62246.0	107	82	128	107
Cluster-62247.0	38	43	20	18
Cluster-62248.0	23	19	47	37
Cluster-62249.0	13	7	18	10
Cluster-62250.0	30	23	44	37
Cluster-62251.0	45	41	81	67
Cluster-62252.0	18	9	26	23
Cluster-62253.0	3	3	5	5
Cluster-62254.0	17	17	38	26
Cluster-62255.0	19	14	36	20
Cluster-62256.0	60	101	67	72
Cluster-62257.0	10	6	17	10
Cluster-62258.0	126	71	203	163
Cluster-62259.0	34	32	32	36
Cluster-62260.0	17	19	38	20
Cluster-62261.0	5	10	7	4
Cluster-62262.0	19	35	41	22
Cluster-62263.0	21	9	11	13
Cluster-62264.0	109	98	74	85
Cluster-62265.0	31	28	27	27
Cluster-62266.0	9	9	14	5
Cluster-62267.0	19	12	29	32
Cluster-62268.0	8	5	9	3
Cluster-62269.0	47	41	60	38
Cluster-62270.0	7	2	3	7
Cluster-62271.0	22	14	13	12
Cluster-62272.0	43	39	53	41
Cluster-62273.0	7	11	13	10
Cluster-62274.0	26	16	40	36
Cluster-62275.0	5	1	4	6
Cluster-62276.0	13	10	26	24
Cluster-62277.0	9	15	18	10
Cluster-62278.0	4	9	7	3
Cluster-62279.0	19	7	25	25
Cluster-62280.0	18	1	18	9
Cluster-62281.0	45	24	99	73
Cluster-62282.0	6	5	10	3
Cluster-62283.0	4	2	2	3
Cluster-62284.0	10	4	11	8
Cluster-62285.0	3	3	3	6
Cluster-62286.0	6	7	5	10
Cluster-62287.0	44	37	51	33
Cluster-62288.0	3	8	2	1
Cluster-62289.0	33	18	82	70
Cluster-62290.0	374	352	415	414
Cluster-62291.0	85	81	145	95
Cluster-62292.0	103	69	114	108
Cluster-62293.0	23	20	37	31
Cluster-62294.0	22	15	16	10
Cluster-62295.0	8	21	19	24
Cluster-62296.0	45	48	60	67
Cluster-62297.0	40	35	107	49
Cluster-62298.0	140	208	210	200
Cluster-62299.0	8	1	13	20
Cluster-62299.1	4	3	18	8
Cluster-62300.0	11	2	8	0
Cluster-62301.0	16	6	20	9
Cluster-62302.0	36	31	58	62
Cluster-62303.0	19	15	21	15
Cluster-62304.0	152	131	201	197
Cluster-62305.0	67	69	84	64
Cluster-62306.0	82	97	73	79
Cluster-62307.0	4	6	4	4
Cluster-62308.0	52	71	63	58
Cluster-62309.0	15	17	35	38
Cluster-62310.0	3	1	5	6
Cluster-62311.0	8	6	9	4
Cluster-62312.0	17	7	13	18
Cluster-62313.0	18	15	29	24
Cluster-62314.0	8	9	18	15
Cluster-62315.0	11	7	11	7
Cluster-62316.0	2	0	7	3
Cluster-62317.0	1	2	5	3
Cluster-62318.0	4	2	4	5
Cluster-62319.0	11	8	5	8
Cluster-62320.0	80	79	137	103
Cluster-62321.0	49	20	40	41
Cluster-62322.0	7	3	12	10
Cluster-62323.0	71	61	129	112
Cluster-62324.0	18	16	21	19
Cluster-62325.0	76	28	76	45
Cluster-62326.0	3	3	4	2
Cluster-62327.0	5	1	19	9
Cluster-62328.0	27	25	25	24
Cluster-62329.0	5	8	13	8
Cluster-62330.0	6	7	10	9
Cluster-62331.0	23	25	11	24
Cluster-62332.0	32	39	31	30
Cluster-62333.0	5	1	6	3
Cluster-62334.0	31	31	56	40
Cluster-62335.0	187	246	208	247
Cluster-62336.0	6	0	9	7
Cluster-62337.0	70	59	78	91
Cluster-62338.0	9	6	24	18
Cluster-62339.0	32	33	69	35
Cluster-62340.0	3	4	2	3
Cluster-62341.0	3	2	7	3
Cluster-62342.0	76	74	81	64
Cluster-62343.0	74	70	88	96
Cluster-62344.0	34	56	201	195
Cluster-62345.0	16	30	29	30
Cluster-62346.0	21	13	31	24
Cluster-62347.0	2	8	11	16
Cluster-62348.0	8	6	12	16
Cluster-62348.1	8	3	8	5
Cluster-62349.0	21	28	32	24
Cluster-62350.0	10	15	9	7
Cluster-62351.0	7	2	13	3
Cluster-62352.0	29	23	46	33
Cluster-62353.0	6	4	7	9
Cluster-62354.0	5	3	9	3
Cluster-62355.0	59	44	94	54
Cluster-62356.0	6	6	5	3
Cluster-62357.0	15	14	22	15
Cluster-62358.0	15	16	13	14
Cluster-62359.0	90	101	100	98
Cluster-62360.0	7	6	9	3
Cluster-62361.0	36	42	69	46
Cluster-62362.0	14	16	39	24
Cluster-62363.0	32	22	36	23
Cluster-62364.0	13	28	56	38
Cluster-62365.0	7	2	12	14
Cluster-62366.0	9	22	46	39
Cluster-62367.0	9	12	14	5
Cluster-62368.0	6	12	11	10
Cluster-62369.0	9	9	9	8
Cluster-62370.0	10	14	18	19
Cluster-62371.0	14	18	19	23
Cluster-62372.0	5	0	3	0
Cluster-62372.1	11	12	26	17
Cluster-62373.0	31	31	30	22
Cluster-62374.0	410	341	518	499
Cluster-62375.0	6	2	6	1
Cluster-62376.0	1	3	5	0
Cluster-62376.1	132	126	151	123
Cluster-62377.0	38	48	50	45
Cluster-62378.0	34	27	41	47
Cluster-62379.0	4	7	3	8
Cluster-62380.0	67	47	54	54
Cluster-62381.0	6	2	3	2
Cluster-62382.0	10	8	25	23
Cluster-62383.0	15	18	18	19
Cluster-62384.0	14	13	21	13
Cluster-62385.0	7	5	8	11
Cluster-62386.0	30	29	49	37
Cluster-62387.0	20	14	29	15
Cluster-62388.0	4	2	9	5
Cluster-62389.0	8	5	4	3
Cluster-62390.0	20	16	18	16
Cluster-62391.0	1	5	8	3
Cluster-62392.0	18	18	23	19
Cluster-62393.0	66	47	126	111
Cluster-62394.0	23	14	29	29
Cluster-62395.0	8	7	6	5
Cluster-62396.0	33	22	52	24
Cluster-62397.0	45	31	47	38
Cluster-62398.0	10	8	20	15
Cluster-62399.0	4	3	1	6
Cluster-62400.0	115	165	154	166
Cluster-62401.0	8	7	8	14
Cluster-62402.0	16	6	40	25
Cluster-62403.0	38	40	35	50
Cluster-62404.0	23	21	47	53
Cluster-62405.0	28	8	45	35
Cluster-62406.0	5	7	6	7
Cluster-62407.0	4	4	3	2
Cluster-62408.0	4	2	6	10
Cluster-62409.0	5	1	6	1
Cluster-62410.0	25	42	25	24
Cluster-62411.0	130	136	157	109
Cluster-62412.0	110	85	114	99
Cluster-62413.0	19	8	13	4
Cluster-62414.0	34	43	43	59
Cluster-62415.0	2	6	15	13
Cluster-62416.0	26	43	34	39
Cluster-62417.0	40	31	37	37
Cluster-62418.0	2	1	7	2
Cluster-62419.0	5	4	4	5
Cluster-62420.0	18	19	19	21
Cluster-62421.0	176	242	322	236
Cluster-62422.0	25	17	24	20
Cluster-62423.0	0	0	5	4
Cluster-62423.1	37	47	159	167
Cluster-62424.0	57	59	85	82
Cluster-62425.0	12	16	8	15
Cluster-62426.0	4	0	11	2
Cluster-62427.0	97	82	116	101
Cluster-62428.0	68	55	70	74
Cluster-62429.0	16	16	28	31
Cluster-62429.1	49	50	58	71
Cluster-62430.0	4	4	4	3
Cluster-62431.0	38	37	44	48
Cluster-62432.0	12	4	10	5
Cluster-62433.0	3	5	12	9
Cluster-62434.0	15	10	19	16
Cluster-62435.0	142	148	231	205
Cluster-62436.0	6	5	5	8
Cluster-62437.0	3	4	5	10
Cluster-62438.0	4	1	3	4
Cluster-62439.0	5	3	11	6
Cluster-62440.0	37	45	79	44
Cluster-62441.0	4	10	9	4
Cluster-62442.0	177	194	158	174
Cluster-62443.0	18	10	30	22
Cluster-62444.0	8	10	11	7
Cluster-62445.0	129	99	135	130
Cluster-62445.1	9	6	7	10
Cluster-62446.0	2	2	4	5
Cluster-62447.0	6	8	5	0
Cluster-62448.0	24	15	34	30
Cluster-62449.0	68	45	64	67
Cluster-62450.0	1	4	8	6
Cluster-62451.0	50	84	87	106
Cluster-62452.0	22	16	44	45
Cluster-62453.0	5	1	2	5
Cluster-62454.0	5	3	5	8
Cluster-62455.0	9	9	12	13
Cluster-62456.0	7	8	15	14
Cluster-62457.0	300	238	271	267
Cluster-62458.0	5	4	6	4
Cluster-62459.0	12	2	2	2
Cluster-62460.0	93	135	96	130
Cluster-62461.0	27	40	72	39
Cluster-62462.0	9	12	9	13
Cluster-62463.0	4	6	3	5
Cluster-62464.0	8	7	10	5
Cluster-62465.0	124	109	150	152
Cluster-62466.0	113	161	183	101
Cluster-62467.0	26	13	11	20
Cluster-62468.0	19	15	16	14
Cluster-62469.0	12	3	6	6
Cluster-62470.0	74	80	78	67
Cluster-62471.0	8	6	17	10
Cluster-62472.0	286	230	301	319
Cluster-62473.0	46	40	58	47
Cluster-62474.0	3	4	3	6
Cluster-62475.0	11	10	18	13
Cluster-62476.0	41	26	41	35
Cluster-62477.0	15	15	44	33
Cluster-62478.0	4	7	6	2
Cluster-62479.0	19	15	18	15
Cluster-62480.0	6	5	11	5
Cluster-62481.0	12	14	13	12
Cluster-62482.0	55	51	5	5
Cluster-62483.0	2	6	3	5
Cluster-62484.0	35	59	10	40
Cluster-62485.0	26	35	65	40
Cluster-62486.0	4	1	6	2
Cluster-62487.0	37	49	90	65
Cluster-62488.0	12	7	6	10
Cluster-62489.0	3	1	11	5
Cluster-62490.0	128	81	168	151
Cluster-62491.0	29	29	30	22
Cluster-62492.0	9	3	13	7
Cluster-62493.0	4	4	8	6
Cluster-62494.0	6	3	10	10
Cluster-62495.0	18	16	19	20
Cluster-62495.1	18	12	24	28
Cluster-62496.0	157	157	226	188
Cluster-62497.0	3	2	3	7
Cluster-62498.0	13	12	15	25
Cluster-62499.0	16	11	9	10
Cluster-62500.0	81	74	52	63
Cluster-62501.0	13	13	8	19
Cluster-62502.0	20	19	33	35
Cluster-62503.0	32	26	21	33
Cluster-62504.0	7	1	10	3
Cluster-62505.0	11	17	11	8
Cluster-62506.0	34	35	64	49
Cluster-62507.0	31	35	40	35
Cluster-62508.0	3	2	4	4
Cluster-62509.0	161	156	257	198
Cluster-62510.0	47	36	86	63
Cluster-62511.0	18	11	28	21
Cluster-62512.0	12	18	23	34
Cluster-62513.0	106	100	137	169
Cluster-62514.0	17	14	17	20
Cluster-62515.0	23	25	34	28
Cluster-62516.0	71	99	92	98
Cluster-62517.0	17	23	17	16
Cluster-62518.0	28	31	28	47
Cluster-62519.0	6	17	20	10
Cluster-62520.0	12	10	16	13
Cluster-62521.0	6	8	8	7
Cluster-62522.0	11	7	8	14
Cluster-62523.0	4	14	5	12
Cluster-62524.0	12	11	21	25
Cluster-62525.0	30	29	27	23
Cluster-62526.0	47	37	89	57
Cluster-62527.0	58	36	59	48
Cluster-62528.0	26	23	26	23
Cluster-62529.0	4	2	4	7
Cluster-62530.0	23	13	32	16
Cluster-62530.1	40	32	43	28
Cluster-62531.0	5	4	4	2
Cluster-62532.0	57	66	159	161
Cluster-62532.1	10	6	25	13
Cluster-62533.0	13	21	14	12
Cluster-62534.0	13	6	12	12
Cluster-62535.0	3	1	5	3
Cluster-62536.0	60	52	96	65
Cluster-62537.0	29	38	56	46
Cluster-62538.0	12	22	9	4
Cluster-62539.0	3	4	7	4
Cluster-62540.0	27	22	86	82
Cluster-62541.0	10	13	15	19
Cluster-62541.1	4	6	10	7
Cluster-62541.2	7	2	21	14
Cluster-62542.0	10	11	19	31
Cluster-62543.0	14	13	5	9
Cluster-62543.1	35	32	18	30
Cluster-62544.0	10	11	27	18
Cluster-62545.0	29	32	27	26
Cluster-62546.0	29	29	53	42
Cluster-62547.0	224	204	397	292
Cluster-62548.0	4	6	1	2
Cluster-62549.0	4	0	3	6
Cluster-62550.0	68	83	643	434
Cluster-62551.0	8	4	8	3
Cluster-62552.0	21	24	30	30
Cluster-62553.0	25	20	10	11
Cluster-62554.0	4	5	7	2
Cluster-62555.0	83	65	115	120
Cluster-62556.0	18	10	24	17
Cluster-62557.0	19	19	34	36
Cluster-62558.0	16	33	36	29
Cluster-62559.0	8	7	16	13
Cluster-62560.0	13	8	13	15
Cluster-62561.0	7	4	5	6
Cluster-62562.0	82	69	86	56
Cluster-62563.0	8	10	14	8
Cluster-62564.0	13	12	10	6
Cluster-62565.0	31	28	38	25
Cluster-62566.0	33	37	48	34
Cluster-62567.0	7	16	8	12
Cluster-62568.0	4	2	5	4
Cluster-62569.0	5	8	6	4
Cluster-62570.0	4	8	8	5
Cluster-62571.0	17	6	7	13
Cluster-62572.0	7	2	2	0
Cluster-62573.0	18	22	41	20
Cluster-62574.0	3	7	2	2
Cluster-62575.0	9	10	4	3
Cluster-62576.0	59	36	52	49
Cluster-62577.0	4	3	9	7
Cluster-62578.0	32	34	55	28
Cluster-62579.0	32	27	1	0
Cluster-62580.0	19	11	30	29
Cluster-62581.0	65	54	77	61
Cluster-62582.0	14	19	16	18
Cluster-62583.0	11	8	9	7
Cluster-62584.0	108	101	73	83
Cluster-62585.0	12	4	14	12
Cluster-62586.0	20	26	39	37
Cluster-62587.0	36	40	37	51
Cluster-62588.0	70	45	68	59
Cluster-62589.0	14	10	33	13
Cluster-62590.0	5	5	25	14
Cluster-62591.0	19	21	18	10
Cluster-62592.0	31	32	130	70
Cluster-62593.0	8	5	14	18
Cluster-62594.0	52	38	46	50
Cluster-62595.0	141	113	146	105
Cluster-62596.0	5	9	8	10
Cluster-62597.0	51	41	54	64
Cluster-62598.0	707	664	783	727
Cluster-62599.0	26	31	45	42
Cluster-62600.0	48	40	96	62
Cluster-62601.0	94	114	81	121
Cluster-62602.0	222	207	255	246
Cluster-62603.0	33	15	65	46
Cluster-62604.0	7	6	4	10
Cluster-62605.0	27	28	44	40
Cluster-62606.0	65	60	82	66
Cluster-62607.0	5	5	2	3
Cluster-62607.1	5	5	8	10
Cluster-62608.0	8	4	11	7
Cluster-62609.0	2	4	6	3
Cluster-62610.0	31	26	58	44
Cluster-62611.0	11	14	8	10
Cluster-62612.0	1086	1196	1088	1164
Cluster-62613.0	64	63	70	56
Cluster-62614.0	10	9	2	0
Cluster-62615.0	7	9	3	9
Cluster-62616.0	20	14	29	26
Cluster-62616.1	1297	1022	318	349
Cluster-62616.2	165	144	113	103
Cluster-62616.3	980	851	206	220
Cluster-62617.0	23	19	9	14
Cluster-62617.1	4	5	3	2
Cluster-62618.0	4	5	3	2
Cluster-62619.0	12	29	24	23
Cluster-62620.0	9	2	5	9
Cluster-62621.0	21	27	18	16
Cluster-62622.0	2	3	2	6
Cluster-62623.0	64	40	43	39
Cluster-62624.0	5	3	3	4
Cluster-62625.0	44	52	41	37
Cluster-62626.0	39	26	41	56
Cluster-62627.0	9	9	22	20
Cluster-62628.0	54	43	66	53
Cluster-62629.0	3	1	4	8
Cluster-62630.0	53	40	66	55
Cluster-62631.0	24	12	16	14
Cluster-62632.0	46	31	83	65
Cluster-62633.0	10	3	20	7
Cluster-62634.0	4	6	1	10
Cluster-62635.0	34	32	59	45
Cluster-62636.0	29	16	37	29
Cluster-62637.0	4	7	3	7
Cluster-62638.0	7	2	5	5
Cluster-62639.0	67	57	61	57
Cluster-62640.0	6	11	12	17
Cluster-62641.0	10	9	23	10
Cluster-62642.0	9	0	3	4
Cluster-62643.0	8	3	13	14
Cluster-62644.0	5	1	5	4
Cluster-62645.0	17	19	16	18
Cluster-62645.1	9	10	19	15
Cluster-62645.2	2	0	3	4
Cluster-62645.3	21	24	42	29
Cluster-62646.0	34	81	422	367
Cluster-62647.0	20	9	10	11
Cluster-62648.0	81	69	197	135
Cluster-62649.0	36	31	49	30
Cluster-62650.0	2	4	2	7
Cluster-62650.1	29	44	24	18
Cluster-62651.0	17	26	37	36
Cluster-62652.0	18	24	23	28
Cluster-62652.1	75	44	98	81
Cluster-62653.0	12	7	9	6
Cluster-62654.0	13	17	21	20
Cluster-62655.0	994	893	1180	1179
Cluster-62656.0	4	6	6	5
Cluster-62657.0	7	4	11	18
Cluster-62658.0	37	34	29	34
Cluster-62659.0	9	2	0	0
Cluster-62660.0	19	18	17	25
Cluster-62661.0	30	20	28	34
Cluster-62662.0	10	14	33	23
Cluster-62662.1	25	18	15	12
Cluster-62663.0	11	4	15	14
Cluster-62664.0	9	7	11	11
Cluster-62665.0	3	0	9	4
Cluster-62666.0	124	115	152	148
Cluster-62667.0	66	73	87	81
Cluster-62668.0	4	7	7	5
Cluster-62669.0	14	20	20	25
Cluster-62670.0	9	9	11	8
Cluster-62671.0	20	11	21	14
Cluster-62672.0	3	2	3	4
Cluster-62673.0	7	3	10	7
Cluster-62674.0	7	8	5	9
Cluster-62675.0	6	9	21	11
Cluster-62676.0	5	1	4	7
Cluster-62677.0	242	247	252	263
Cluster-62678.0	6	3	12	7
Cluster-62679.0	18	15	19	20
Cluster-62680.0	87	48	231	187
Cluster-62681.0	27	25	24	23
Cluster-62682.0	23	15	20	22
Cluster-62683.0	3	1	5	2
Cluster-62684.0	3	1	8	0
Cluster-62685.0	6	5	8	8
Cluster-62686.0	6	7	11	8
Cluster-62687.0	12	20	25	31
Cluster-62688.0	19	18	39	22
Cluster-62689.0	19	16	52	18
Cluster-62690.0	20	29	27	21
Cluster-62691.0	316	568	1273	1278
Cluster-62692.0	44	44	83	63
Cluster-62693.0	4	1	5	2
Cluster-62694.0	24	21	52	53
Cluster-62695.0	73	73	143	97
Cluster-62696.0	8	10	19	12
Cluster-62697.0	60	35	31	36
Cluster-62698.0	45	36	48	54
Cluster-62699.0	19	18	15	19
Cluster-62700.0	74	77	137	100
Cluster-62701.0	7	6	5	7
Cluster-62702.0	14	16	7	9
Cluster-62703.0	10	7	23	13
Cluster-62704.0	124	176	159	131
Cluster-62705.0	22	14	32	11
Cluster-62706.0	18	16	31	23
Cluster-62707.0	44	40	40	36
Cluster-62708.0	26	28	36	62
Cluster-62709.0	280	303	317	303
Cluster-62710.0	18	19	48	45
Cluster-62711.0	5	3	2	6
Cluster-62712.0	40	19	50	42
Cluster-62713.0	42	12	45	28
Cluster-62714.0	10	14	14	11
Cluster-62715.0	5	9	11	6
Cluster-62716.0	53	43	53	62
Cluster-62717.0	115	124	118	120
Cluster-62718.0	22	17	35	28
Cluster-62719.0	17	15	26	9
Cluster-62720.0	6	9	17	6
Cluster-62721.0	5	1	4	7
Cluster-62722.0	5	8	7	2
Cluster-62723.0	7	4	0	0
Cluster-62724.0	312	394	386	378
Cluster-62725.0	8	5	13	11
Cluster-62726.0	13	12	17	11
Cluster-62727.0	87	109	97	98
Cluster-62728.0	73	93	91	84
Cluster-62729.0	12	3	15	13
Cluster-62730.0	4	5	5	5
Cluster-62731.0	29	37	31	29
Cluster-62732.0	9	5	7	6
Cluster-62733.0	21	18	15	7
Cluster-62734.0	32	34	48	50
Cluster-62735.0	134	151	162	158
Cluster-62736.0	138	159	201	166
Cluster-62737.0	32	32	80	77
Cluster-62738.0	6	11	8	9
Cluster-62739.0	13	16	16	14
Cluster-62740.0	8	4	22	5
Cluster-62741.0	6	5	5	9
Cluster-62742.0	3	2	5	2
Cluster-62743.0	11	4	11	4
Cluster-62744.0	124	170	226	225
Cluster-62745.0	11	11	10	4
Cluster-62746.0	41	54	56	49
Cluster-62747.0	6	3	3	5
Cluster-62748.0	96	82	100	104
Cluster-62749.0	524	507	729	604
Cluster-62750.0	8	8	8	16
Cluster-62750.1	4	2	6	9
Cluster-62750.2	0	3	3	1
Cluster-62751.0	14	10	4	2
Cluster-62752.0	20	25	42	35
Cluster-62753.0	188	217	292	274
Cluster-62754.0	120	111	187	202
Cluster-62755.0	6	6	5	10
Cluster-62756.0	5	6	12	11
Cluster-62757.0	21	14	30	31
Cluster-62758.0	4	9	0	0
Cluster-62759.0	60	67	78	75
Cluster-62760.0	15	7	15	12
Cluster-62761.0	116	116	97	114
Cluster-62762.0	14	12	24	20
Cluster-62763.0	3	1	7	2
Cluster-62764.0	15	5	27	15
Cluster-62765.0	17	24	1	4
Cluster-62766.0	63	69	47	56
Cluster-62767.0	2	7	8	5
Cluster-62768.0	13	20	12	15
Cluster-62769.0	28	41	65	49
Cluster-62770.0	11	6	14	15
Cluster-62771.0	3	2	2	0
Cluster-62771.1	5	4	8	10
Cluster-62772.0	61	57	57	76
Cluster-62773.0	2	4	5	6
Cluster-62774.0	3	4	7	1
Cluster-62775.0	72	63	90	78
Cluster-62776.0	4	2	12	7
Cluster-62777.0	57	47	90	73
Cluster-62778.0	3	3	5	6
Cluster-62778.1	31	21	41	29
Cluster-62779.0	15	8	20	17
Cluster-62780.0	4	2	5	6
Cluster-62781.0	77	57	52	43
Cluster-62782.0	64	48	19	42
Cluster-62783.0	8	6	21	11
Cluster-62784.0	8	6	7	2
Cluster-62785.0	1	4	6	8
Cluster-62786.0	129	119	112	117
Cluster-62787.0	28	40	32	24
Cluster-62788.0	19	12	9	9
Cluster-62789.0	9	7	6	6
Cluster-62790.0	12	15	36	23
Cluster-62791.0	5	6	3	6
Cluster-62792.0	10	9	21	8
Cluster-62793.0	5	3	4	4
Cluster-62794.0	2	8	10	15
Cluster-62795.0	14	16	11	27
Cluster-62796.0	12	13	11	13
Cluster-62797.0	7	8	16	14
Cluster-62798.0	13	18	33	31
Cluster-62799.0	135	130	212	146
Cluster-62799.1	354	321	384	314
Cluster-62800.0	11	16	9	7
Cluster-62801.0	13	11	19	10
Cluster-62802.0	224	210	250	250
Cluster-62803.0	51	45	24	9
Cluster-62803.1	52	44	68	46
Cluster-62804.0	6	0	10	9
Cluster-62805.0	16	12	17	20
Cluster-62806.0	20	14	28	16
Cluster-62807.0	15	9	10	10
Cluster-62808.0	15	15	34	13
Cluster-62809.0	4	1	1	6
Cluster-62810.0	6	2	11	11
Cluster-62811.0	3	3	3	4
Cluster-62812.0	2	5	11	9
Cluster-62813.0	15	10	7	8
Cluster-62814.0	21	8	35	34
Cluster-62815.0	8	3	5	13
Cluster-62816.0	1	4	7	5
Cluster-62817.0	7	5	6	14
Cluster-62818.0	8	6	7	12
Cluster-62819.0	13	20	19	32
Cluster-62820.0	44	27	29	34
Cluster-62821.0	8	3	7	7
Cluster-62822.0	16	7	12	12
Cluster-62823.0	26	43	54	46
Cluster-62824.0	25	22	25	27
Cluster-62825.0	33	29	31	26
Cluster-62826.0	254	286	351	377
Cluster-62827.0	2	4	11	3
Cluster-62828.0	474	525	507	524
Cluster-62829.0	9	8	6	9
Cluster-62830.0	10	5	16	8
Cluster-62831.0	4	6	3	7
Cluster-62832.0	6	17	28	20
Cluster-62833.0	10	13	10	19
Cluster-62834.0	8	7	13	9
Cluster-62835.0	18	8	29	20
Cluster-62836.0	5	2	2	3
Cluster-62837.0	120	127	129	132
Cluster-62838.0	6	4	9	7
Cluster-62839.0	32	26	30	40
Cluster-62840.0	29	24	38	34
Cluster-62841.0	80	95	94	77
Cluster-62842.0	43	32	80	49
Cluster-62843.0	15	16	7	5
Cluster-62844.0	42	26	84	41
Cluster-62844.1	80	44	149	96
Cluster-62845.0	33	22	30	33
Cluster-62846.0	76	70	144	131
Cluster-62847.0	55	43	75	71
Cluster-62848.0	12	11	13	21
Cluster-62849.0	10	10	15	19
Cluster-62850.0	724	666	481	400
Cluster-62851.0	11	7	11	12
Cluster-62852.0	30	40	27	24
Cluster-62853.0	165	160	231	211
Cluster-62854.0	1887	1829	2287	2361
Cluster-62854.1	56	44	46	43
Cluster-62855.0	15	17	26	32
Cluster-62856.0	33	31	57	51
Cluster-62856.1	16	9	33	26
Cluster-62857.0	10	9	15	20
Cluster-62858.0	3	4	5	2
Cluster-62858.1	1	4	3	7
Cluster-62859.0	17	19	23	22
Cluster-62860.0	3	5	5	7
Cluster-62861.0	9	16	47	33
Cluster-62862.0	50	38	24	38
Cluster-62863.0	5	4	10	6
Cluster-62864.0	34	40	55	81
Cluster-62865.0	3	2	4	2
Cluster-62866.0	4	4	2	8
Cluster-62867.0	186	151	219	236
Cluster-62867.1	18	12	28	28
Cluster-62868.0	78	87	215	179
Cluster-62869.0	50	25	56	41
Cluster-62870.0	49	44	36	38
Cluster-62871.0	12	10	25	21
Cluster-62872.0	165	131	246	169
Cluster-62873.0	61	92	70	67
Cluster-62873.1	803	883	790	765
Cluster-62874.0	4	1	3	4
Cluster-62875.0	5	10	14	8
Cluster-62876.0	31	40	26	25
Cluster-62877.0	20	6	9	15
Cluster-62878.0	82	134	67	64
Cluster-62879.0	57	45	85	87
Cluster-62880.0	115	142	90	72
Cluster-62881.0	17	24	18	20
Cluster-62882.0	219	317	256	219
Cluster-62883.0	36	33	51	61
Cluster-62884.0	167	205	138	172
Cluster-62885.0	3	3	5	3
Cluster-62886.0	12	5	3	9
Cluster-62887.0	25	26	16	23
Cluster-62888.0	9	5	11	16
Cluster-62889.0	8	7	9	7
Cluster-62890.0	15	23	21	26
Cluster-62891.0	123	138	189	166
Cluster-62892.0	3	6	5	7
Cluster-62893.0	12	14	17	11
Cluster-62894.0	46	55	71	102
Cluster-62895.0	14	12	22	13
Cluster-62896.0	5	3	4	5
Cluster-62897.0	29	27	53	48
Cluster-62898.0	5	3	3	6
Cluster-62899.0	46	40	11	16
Cluster-62900.0	9	5	11	5
Cluster-62901.0	23	14	24	18
Cluster-62902.0	10	13	22	23
Cluster-62903.0	20	20	17	22
Cluster-62904.0	17	20	27	18
Cluster-62904.1	5	13	10	4
Cluster-62904.2	532	624	594	616
Cluster-62905.0	78	89	109	100
Cluster-62906.0	3	4	3	3
Cluster-62907.0	34	27	71	39
Cluster-62908.0	24	28	37	23
Cluster-62909.0	8	6	3	3
Cluster-62910.0	12	15	17	17
Cluster-62911.0	19	22	34	29
Cluster-62912.0	157	108	94	98
Cluster-62913.0	53	43	48	50
Cluster-62914.0	82	70	79	71
Cluster-62915.0	10	5	5	10
Cluster-62915.1	285	269	348	322
Cluster-62915.2	8	6	11	16
Cluster-62916.0	24	25	16	36
Cluster-62917.0	39	21	66	61
Cluster-62918.0	29	25	62	47
Cluster-62919.0	191	148	143	135
Cluster-62919.1	81	58	103	86
Cluster-62919.2	6	11	12	16
Cluster-62919.3	149	138	154	159
Cluster-62920.0	37	59	51	46
Cluster-62921.0	7	6	10	11
Cluster-62922.0	11	16	12	32
Cluster-62923.0	13	5	22	15
Cluster-62924.0	71	73	73	68
Cluster-62925.0	98	120	139	155
